album,titulo,letra,compositor,artista
"{'titulo_album': 'Miúcha.Compositores', 'ano': '2002'}",Canção Inédita,"Dentro do seu coração
Guarde esta canção inédita
Que num cantinho intocado
Será pra sempre inédita
Pode tudo consumir
O tempo que passa feroz
Mas esta valsa há de deixar pra nós
Fiz uma canção discreta
Só para você
Ninguém pode saber da letra
Que você lê
A música você desfruta
Os ouvintes não
Penetra a orelha e sai por outra
Cada refrão
Se outro amor surgir um dia, a valsa perde o ar
Definha
Mas se você descabeladamente me esperar
Sozinha no breu
Pé ante pé
Abra aos poucos o coração
E deixe
Ecoar nossa canção
E feche
Venha ouvir a valsa oca
Em primeira mão
Que a luva distraída toca
No violão
O público não acredita
Crítico não crê
Na inédita canção escrita
Só pra você
Se você beijar um outro, pode se partir
A valsa
Mas se roendo-as-unhasmente me quiser ouvir
Descalça no breu
Pé ante pé
Abra o peito bem devagar
E deixe
Sete notas a vibrar
E feche
Guarde numa caixa preta
A tímida canção
No fundo falso da gaveta
Do coração
É valsa pra se ouvir por dentro
Pra se ouvir a sós
Pra não se dissipar ao vento
Com minha voz
Com minha voz
Com minha voz
Com minha voz
",Composição:  Chico Buarque / Edú Lobo · ,Miúcha
"{'titulo_album': 'Miúcha.Compositores', 'ano': '2002'}",Quando A Lembrança Me Vem,"Sei que não devo pensar 
Naquele amor infeliz 
Tudo que eu tinha pra dar 
Você não quis 
Não vou mais te procurar 
Como outras vezes eu fiz 
Nada mais posso esperar 
Daquele amor infeliz... 
Quando a lembrança me vem 
Sofro pelo mal que não fiz 
Preciso esquecer 
Mas a saudade me diz 
Que é você 
O meu bem
",Composição:  Antonio Carlos Jobim / João Donato · ,Miúcha
"{'titulo_album': 'Miucha Canta Vinicius & Vinicius', 'ano': '2003'}",Canção de Nós Dois,"Tudo quanto na vida eu tiver,
Tudo quanto de bom eu fizer,
Será de nós dois,
Será de nós dois.
Uma casa num alto qualquer,
Com um jardim e um pomar se couber,
Será de nós dois,
Será de nós dois.
E depois, quando a gente quiser,
Passear, ir pra onde entender,
Não importa onde agente estiver,
Estaremos a sós.
E depois quando a gente voltar,
O menino que a gente encontrar,
Será de nós dois,
Será de nós dois.
E de noite quando ele dormir, 
O silencio do tempo a fugir,
Será de nós dois,
Será de nós dois.
E por fim, quando quando o tempo fugir,
E a saudade nos der de nós dois, 
E a vontade vier de dormir,
Sem ter mais depois.
Dormiremos sem medo nenhum,
Pois aonde puder dormir um,
Podem dormir dois,
Podem dormir dois,
Podem dormir dois.
",Composição:  Vinícius de Moraes · ,Miúcha
"{'titulo_album': 'Miucha Canta Vinicius & Vinicius', 'ano': '2003'}",Pela Luz Dos Olhos,"Quando a luz dos olhos meus
E a luz dos olhos teus
Resolvem se encontrar
Aí, que bom que isso é meu Deus
Que frio que me dá o encontro desse olhar
Mas se a luz dos olhos teus
Resiste aos olhos meus
Só pra me provocar
Meu amor, juro por Deus
Me sinto incendiar
Meu amor, juro por Deus
Que a luz dos olhos meus
Já não pode esperar
Quero a luz dos olhos meus
Na luz dos olhos teus
Sem mais lárárárá
Pela luz dos olhos teus
Eu acho meu amor que só pode achar
Que a luz dos olhos meus precisa se casar
",Composição:  Miúcha / Tom Jobim · ,Miúcha
"{'titulo_album': 'Miucha Canta Vinicius & Vinicius', 'ano': '2003'}",Valsa de Eurídice,"Tantas vezes já partiste 
Que chego a desesperar 
Chorei tanto, estou tão triste 
Que já nem sei mais chorar 
Oh, meu amado, não parta 
Não parta de mim 
Oh, uma partida que não tem fim 
Não há nada que conforte 
A falta dos olhos teus
Pensa que a saudade 
Pode matar-me 
Adeus
",Composição:  Vinícius de Moraes · ,Miúcha
"{'titulo_album': 'Miucha Canta Vinicius & Vinicius', 'ano': '2003'}",Teleco-Teco,"Sempre que ela passa
Num passinho ligeiro, teleco-teco
Lá vai ela no passinho ligeiro
Todo mundo diz teleco-teco
Meu Deus, quanta graça!
Mas logo, alguém diz teleco-teco
Que carinha fechada
Que não dá uma bola
Não ri pra piada
Não quer mesmo nada
Sempre que ela passa
Mas eu sei porque, teleco-teco
Ela só anda assim, teleco-teco
Num passinho brejeiro, tiquinho, trançado
É porque ela sabe que a conversa não dá resultado
De modo que guarda, muito bem guardado
Aquele teleco-teco todinho pra mim
Porque ela guarda aquele teleco-teco todinho pra mim
",Composição:  Vinícius de Moraes · ,Miúcha
"{'titulo_album': 'Miucha Canta Vinicius & Vinicius', 'ano': '2003'}",Serenata do Adeus,"Ai, a lua que no céu surgiu
Não é a mesma que te viu
Nascer nos braços meus
Cai, a noite sobre o nosso amor
E agora só restou do amor
Uma palavra : Adeus
Ai, vontade de ficar mas tendo que ir embora
Ai, que amar é se ir morrendo pela vida afora
É refletir na lágrima, um momento breve
De uma estrela pura cuja luz morreu
Ai, mulher, estrela a refulgir
Parte, mas antes de partir
Rasga meu coração
Crava as garras no meu peito em dor
E esvai em sangue todo o amor
Toda desilusão
Ai, vontade de ficar mas tendo que ir embora
Ai, que amar é se ir morrendo pela vida afora
É refletir na lágrima um momento breve
De uma estrela pura cuja luz morreu
",Composição:  Vinícius de Moraes · ,Miúcha
"{'titulo_album': 'Miucha Canta Vinicius & Vinicius', 'ano': '2003'}",Tempo de Amar,"O coração a gente sabe
Talvez tenha medo de amar (outra vez)
Mas hoje está tão diferente
Batendo como um cha cha cha
Espere o inesperado
Espere o destino falhar (outra vez)
Dançando de rosto colado
Deixando este som nos levar
Mais tarde a gente conversa
Agora só quero bailar
Vivendo o momento sem pressa
É hora de se namorar
E a gente se esquece da gente
A gente tem que acreditar (outra vez)
Que o corpo da gente não mente
Eu vou te tirar pra dançar
Mais um passo pra cá
Outro passo pra lá
Sente o compasso
Nos aproximar
Chega mais perto
Vem mais pra cá
Compasso dobrado
Amor a cantar
",Composição:  João Donato / Miúcha · ,Miúcha
"{'titulo_album': 'Miúcha.Compositores', 'ano': '2002'}",Pode Ir,"Pode ir
Pode fazer o que melhor entender
Mesmo porque, cada um sabe de si
Mas se você
Quiser brincar com quem te deu amor
Alguém provavelmente
Vai amargurar a grande dor
De ver alguém também
Querer partir
Porque partir é repartir,
Não vê
É se perder...
Nesse mar
Por aí
Mas você quer brincar,
Quer fingir
Pode ir e depois chorar
",Composição:  Carlos Lyra / Vinícius de Moraes · ,Miúcha
"{'titulo_album': 'Maysa', 'ano': '1974'}",Até Quem Sabe?,"Vou me beber,vou me perder pela cidade
Até um dia, até talvez...
Até um dia até talvez
Até quem sabe?
Até voce sem fantasia
Sem mais saudade
Agora a gente tão de repente
Nem mais se entende
Nem mais pretende
Seguir fugindo
Seguir-se rindo
Agora vou pra onde for
Sem mais voce
Sem me querer
Sem nem mesmo ser
Sem entender
Vou me beber,vou me perder pela cidade
Até um dia, até talvez... Até quem sabe?
",Composição:  João Donato / Lysias Enio / Mercedes Chies · ,Maysa
"{'titulo_album': 'Maysa', 'ano': '1974'}",Os Olhos da Madrugada,"Em plena madrugada sem saber
O que esperar do amanhecer
Os olhos perguntando sem dizer por quê
Você e eu, por quê?
E o amor acontecendo sem querer
Até que o dia amanheceu
Amanheceu sem conhecer
Quem é você e quem sou eu
E o amor acontecendo sem querer
Até que o dia amanheceu
Amanheceu sem conhecer
Quem é você e quem sou eu
Quem é você e quem sou eu
Em plena madrugada...
",Composição:  Carlos Lyra · ,Maysa
"{'titulo_album': 'Maysa', 'ano': '1974'}",O Grande Amor,"Haja o que houver
Há sempre um homem
Para uma mulher
E há de sempre haver
Para esquecer um falso amor
E uma vontade de morrer
Seja como for
Há de vencer
O grande amor
Que há de ser
Um coração
Como perdão
Pra quem chorou
Seja como for
Há de vencer
O grande amor
Que há de ser
Um coração
Como perdão
Pra quem chorou
",Composição:  Tom Jobim / Vinícius de Moraes · ,Maysa
"{'titulo_album': 'Maysa', 'ano': '1974'}",Rasguei a Minha Fantasia,"Rasguei a minha fantasia
E o meu palhaço cheio de laço e balão
Rasguei a minha fantasia
Guardei os risos no meu coração
Fiz palhaçada o ano inteiro sem parar
Dei gargalhada com tristeza no olhar
A vida é assim
A vida é assim
O pranto é livre
E eu vou desabafar
Rasguei a minha fantasia
E o meu palhaço cheio de laço e balão
Rasguei a minha fantasia
Guardei os risos no meu coração
",Composição:  Lamartine Babo · ,Maysa
"{'titulo_album': 'Maysa', 'ano': '1974'}",Você Abusou,"Mas não faz mal
É tão normal ter desamor
É tão cafona sofrer dor
Que eu já nem sei
Se é meninice ou cafonice o meu amor
Se o quadradismo dos meus versos
Vai de encontro aos intelectos
Que não usam o coração como expressão
Você abusou
tirou partido de mim 
abusou...
mas me perdoem, se eu insisto neste tema
Mas não sei fazer poema
Ou canção que fale de outra coisa que
Não seja o amor
Se o quadradismo dos meus versos
Vai de encontro aos intelectos
Que não usam o coração como expressão
Você abusou...
",Composição:  Antônio Carlos / Jocafi · ,Maysa
"{'titulo_album': 'Maysa', 'ano': '1974'}",Morrer de Amor,"Andei sozinha, cheia de mágoas
Pelas estradas de caminhos sem fim
Tão sem ninguém que pensei
Até em morrer, em morrer
Mas vendo sempre que a minha sombra
Ia ficando cada instante mas só
Muito mais só, sempre a caminhar
Para não mais voltar, eu quis morrer
Então eu via que eu não morria
Eu só queria morrer de muito amor por ti
E hoje eu volto na mesma estrada
Com esperança infinita no olhar
Para entregar todo um coração que o amor
Escolheu para morrer, morrer de amor
",Composição:  Luvercy Fiorini / Oscar Castro Neves · ,Maysa
"{'titulo_album': 'Maysa', 'ano': '1974'}",Não É Mais Meu,"Me dê tua mão que eu aprendo
Difícil foi desaprender
Por onde eu andei foi tão triste
Que quase não deu pra te ver
Não peça tão já meu sorriso
Dê tempo pra eu me entender
Que tudo que é teu, meu amigo
E meu porque tinha que ser
Me abraça, me aperta em teu peito
Quem sabe eu consiga esquecer
E o que me matou não é mais meu
E eu vivo pra não mais morrer
",Composição:  David Nasser / Erlon Chaves / Maysa · ,Maysa
"{'titulo_album': 'Maysa', 'ano': '1974'}",Castigo / Fim de Caso,"Eu desconfio
Que o nosso caso está na hora de acabar
Há um adeus em cada gesto em cada olhar
Mas nós não temos é coragem de falar
Nos já tivemos
A nossa fase de carinho apaixonado
De fazer versos
De viver sempre abraçados
Naquela base do só vou se você for
Mas de repente a gente briga
Diz tanta coisa que não quer dizer
Briga pensando que não vai sofrer
Que não passa mal se tudo terminar
Mas de repente
Fomos ficando cada dia mais sozinhos
Embora juntos cada qual tem seu caminho
E já não temos nem vontade de brigar
Tenho pensado
E Deus permita que eu esteja errada
Mas, eu estou
Eu estou desconfiada
Que o nosso caso está na hora de acabar
Se eu soubesse
Naquele dia o que sei agora
",Composição:  Dolores Durán · ,Maysa
"{'titulo_album': 'Maysa', 'ano': '1974'}",Agora é Cinza,"Você partiu
Saudades me deixou, eu chorei
Nosso amor foi uma chama
Que o sopro do passado desfaz
Agora é cinza, tudo acabado e nada mais
Você partiu de madrugada
E não me disse nada
Isso não se faz
Me deixou cheio de saudade e paixão
Não me conformo com a sua ingratidão
Você partiu
Saudades me deixou, e eu chorei
Agora é cinza, tudo acabado e nada mais
",Composição:  Bide / Marçal · ,Maysa
"{'titulo_album': 'Maysa', 'ano': '1974'}",Não Sei,"Hoje eu estou
Entre onde andei
E pra onde vou
Eu sou meio o que fui
E o que serei
E se me perguntarem
O que sei de mim
Eu não sei... nunca sei
Meu amanhã
Já vi passar
Por entre as horas
De um ontem que se foi
E vai voltar
Por favor alguém me diga
Mil caminhos uma vida
Tanta coisa que eu inda não fiz
E hoje eu estou
Entre onde andei
E pra onde vou
Não sei!
",Composição:  Russel / Weston · ,Maysa
"{'titulo_album': 'Pure Bossa Nova: Nara Leão', 'ano': '2005'}",Estrada do Sol,"É de manhã, vem o sol mas os pingos da chuva que ontem caiu
Ainda estão a brilhar, ainda estão a bailar ao vento alegre que nos tráz esta canção
Quero que você me dê a mão
Vamos sair por aí sem pensar no que foi que sonhei, que sofri, que chorei
Pois a nossa manhã só nos fez esquecer
Me dê a mão, vamos sair pra ver o sol
É de manhã, vem o sol mas os pingos da chuva que ontem caiu
Ainda estão a brilhar, ainda estão a bailar ao vento alegre que nos tráz esta canção
Por aí, sem pensar no que foi que sonhei, que sofri, que chorei
Pois a nossa manhã só nos fez esquecer
Me dê a mão, vamos sair pra ver o sol
Quero que você me dê a mão
Vamos sair por aí sem pensar no que foi que sonhei, que sofri, que chorei
Pois a nossa manhã só nos fez esquecer
Me dê a mão, vamos sair pra ver o sol
É de manhã...
",Composição:  Antonio Carlos Jobim / Dolores Durán · ,Nara Leão
"{'titulo_album': 'Pure Bossa Nova: Nara Leão', 'ano': '2005'}",Rapaz De Bem,"Você bem sabe
Eu sou um rapaz de bem
E a minha onda é do vai e vem
Pois co'as pessoas que eu bem tratar
Eu qualquer dia posso me arrumar
Vê se mora
No meu preparo intelectual
É no trabalho a pior moral
Não sendo a minha apresentação
O meu dinheiro só de arrumação
Eu tenho casa, tenho comida
Não passo fome
Graças a Deus
E no esporte eu sou de morte
Tendo isso tudo
Eu não preciso de mais nada
É claro!
Se a luz do sol vem me trazer calor
E a luz da lua vem trazer amor
Tudo de graça a natureza dá
Pra que que eu quero trabalhar?
Pra que que eu quero?
Pra que que eu quero trabalhar?
",Composição:  Johnny Alf · ,Nara Leão
"{'titulo_album': 'Pure Bossa Nova: Nara Leão', 'ano': '2005'}",Primavera,"O meu amor sozinho
É assim como um jardim sem flor
Só queria poder ir dizer a ele
Como é triste se sentir saudade
É que eu gosto tanto dele
Que é capaz dele gostar de mim
Acontece que eu estou mais longe dele
Que da estrela a reluzir na tarde
Estrela, eu lhe diria
Desce à terra, o amor existe
E a poesia só espera ver
Nascer a primavera
Para não morrer
Não há amor sozinho
É juntinho que ele fica bom
Eu queria dar-lhe todo o meu carinho
Eu queria ter felicidade
É que o meu amor é tanto
É um encanto que não tem mais fim
E no entanto ele nem sabe que isso existe
É tão triste se sentir saudade
Amor, eu lhe direi
Amor que eu tanto procurei
Ah, quem me dera eu pudesse ser
A tua primavera 
E depois morrer
",Composição:  Carlos Lyra / Vinícius de Moraes · ,Nara Leão
"{'titulo_album': 'Pure Bossa Nova: Nara Leão', 'ano': '2005'}",Minha Namorada,"Se você quer ser minha namorada 
Ah, que linda namorada 
Você poderia ser 
Se quiser ser somente minha 
Exatamente essa coisinha 
Essa coisa toda minha 
Que ninguém mais pode ser
Você tem que me fazer um juramento
De só ter um pensamento
Ser só minha até morrer
E também de não perder esse jeitinho
De falar devagarinho
Essas histórias de você
E de repente me fazer muito carinho
E chorar bem de mansinho
Sem ninguém saber por quê
Porém, se mais do que minha namorada
Você quer ser minha amada
Minha amada, mas amada pra valer
Aquela amada pelo amor predestinada
Sem a qual a vida é nada
Sem a qual se quer morrer
Você tem que vir comigo em meu caminho
E talvez o meu caminho seja triste pra você
Os seus olhos têm que ser só dos meus olhos
Os seus braços o meu ninho
No silêncio de depois
E você tem que ser a estrela derradeira
Minha amiga e companheira
No infinito de nós dois
",Composição:  Carlos Lyra / Vinícius de Moraes · ,Nara Leão
"{'titulo_album': 'Pure Bossa Nova: Nara Leão', 'ano': '2005'}",Você e eu,"Podem me chamar e me pedir e me rogar
E podem mesmo falar mal, ficar de mal que não faz mal
Podem preparar milhões de festas ao luar
Que Eu não vou ir, melhor nem pedir, que eu não vou ir, não quero ir!
E também podem me intrigar e até sorrir e até chorar
E podem mesmo imaginar o que melhor lhes parecer
Podem espalhar que estou cansado de viver
E que é uma pena para quem me conheceu
Eu sou mais você e eu
Podem espalhar que estou cansado de viver
E que é uma pena para quem me conheceu
Eu sou mais você e eu
",Composição:  Carlos Lyra / Vinícius de Moraes · ,Nara Leão
"{'titulo_album': 'Pure Bossa Nova: Nara Leão', 'ano': '2005'}",Corcovado,"Um cantinho, um violão
Esse amor, uma canção
Pra fazer feliz a quem se ama
Muita calma pra pensar
E ter tempo pra sonhar
Da janela vê-se o Corcovado,
O Redentor que lindo!
Quero a vida sempre assim
Com você perto de mim
Até o apagar da velha chama
E eu que era triste
Descrente deste mundo
Ao encontrar você eu conheci
O que é felicidade meu amor
",Composição:  Antonio Carlos Jobim · ,Nara Leão
"{'titulo_album': 'A Arte de Nara Leão', 'ano': '2005'}",Cantores do Rádio,"Nós somos as cantoras do rádio
Levamos a vida a cantar
De noite embalamos teu sono
De manhã nós vamos te acordar
Nós somos as cantoras do rádio
Nossas canções cruzando o espaço azul
Vão reunindo num grande abraço
Corações de Norte a Sul
Canto pelos espaços afora
Vou semeando cantigas
Dando alegria a quem chora
Bum, bum, bum, bum, bum, bum, bum, bum, bum, bum
Canto, pois sei que a minha canção
Vai dissipar a tris.......teza
Que mora no teu coração
Canto para te ver mais contente
Pois a ventura dos outros
É alegria da gente
Bum, bum, bum, bum, bum, bum, bum, bum, bum, bum
Canto e sou feliz só assim
Agora peço que can.....tes
Um pouquinho para mim
",Composição:  ,Nara Leão
"{'titulo_album': 'Pure Bossa Nova: Nara Leão', 'ano': '2005'}",Meditação,"Quem acreditou
No amor, no sorriso e na flor
Entao sonhou, sonhou...
E perdeu a paz
O amor, o sorriso e a flor
Se transformam depressa demais
Quem
No coração
Abrigou a tristeza de ver
Tudo isto se perder
E na solidão
Procurou um caminho e seguiu
Já descrente de um dia feliz
Quem chorou, chorou
E tanto que seu pranto já secou
Quem depois voltou
Ao amor, ao sorriso e à flor
Então tudo encontrou
E a própria dor
Revelou o caminho do amor
E a tristeza acabou
",Composição:  Antonio Carlos Jobim · ,Nara Leão
"{'titulo_album': 'Pure Bossa Nova: Nara Leão', 'ano': '2005'}",Este Seu olhar,"Esse seu olhar
Quando encontra o meu
Fala de umas coisas
Que eu nem posso acreditar
Doce é sonhar
É pensar que você
Gosta de mim
Como eu de você
Mas a ilusão
Quando se desfaz
Dói no coração
De quem sonhou
Sonhou demais
Ah! se eu pudesse entender
O que dizem os seus olhos
",Composição:  Antonio Carlos Jobim · ,Nara Leão
"{'titulo_album': 'Miucha Canta Vinicius & Vinicius', 'ano': '2003'}","Ai, Quem Me Dera","Ai, quem me dera terminasse a espera
Retornasse o canto simples e sem fim
E ouvindo o canto se chorasse tanto
Que do mundo o pranto se estancasse enfim
Ai, quem me dera ver morrrer a fera
Ver nascer o anjo, ver brotar a flor
Ai, quem me dera uma manhã feliz
Ai, quem me dera uma estação de amor
Ah, se as pessoas se tornassem boas
E cantassem loas e tivessem paz
E pelas ruas se abraçassem nuas
E duas a duas fossem casais
Ai, quem me dera ao som de madrigais
Ver todo mundo para sempre afim
E a liberdade nunca ser demais
E não haver mais solidão ruim
Ai, quem me dera ouvir o nunca-mais
Dizer que a vida vai ser sempre assim
E, finda a espera, ouvir na primavera
Alguém chamar por mim
",Composição:  Vinícius de Moraes · ,Miúcha
"{'titulo_album': 'A Arte de Nara Leão', 'ano': '2005'}",A Banda,"Estava à toa na vida, o meu amor me chamou
Pra ver a banda passar cantando coisas de amor
A minha gente sofrida despediu-se da dor
Pra ver a banda passar cantando coisas de amor
O homem sério que contava dinheiro parou
O faroleiro que contava vantagem parou
A namorada que contava as estrelas parou
Para ver, ouvir e dar passagem
A moça triste que vivia calada sorriu
A rosa triste que vivia fechada se abriu
E a meninada toda se assanhou
Pra ver a banda passar cantando coisas de amor
Estribilho
O velho fraco se esqueceu do cansaço e pensou
Que ainda era moço pra sair no terraço e dançou
A moça feia debruçou na janela
Pensando que a banda tocava pra ela
A marcha alegre se espalhou na avenida e insistiu
A lua cheia que vivia escondida surgiu
Minha cidade toda se enfeitou
Pra ver a banda passar cantando coisas de amor
Mas para meu desencanto o que era doce acabou
Tudo tomou seu lugar depois que a banda passou
E cada qual no seu canto, em cada canto uma dor
Depois da banda passar cantando coisas de amor
",Composição:  Chico Buarque · ,Nara Leão
"{'titulo_album': ""Drum 'N' Bossa"", 'ano': '2004'}",Chiclete Com Banana,"Eu só boto be-bop no meu samba 
Quando o Tio Sam tocar um tamborim 
Quando ele pegar no pandeiro e no zabumba 
Quando ele aprender que o samba não é rumba
Aí eu vou misturar Miami com Copacabana
Chiclete eu misturo com banana 
E o meu samba vai ficar assim
Tirurururiu bop-be-bop-be-bop
Tirurururiu bop-be-bop-be-bop
Tirurururiu bop-be-bop-be-bop 
Eu quero ver a confusão
Tirurururiu bop-be-bop-be-bop
Tirurururiu bop-be-bop-be-bop
Tirurururiu bop-be-bop-be-bop 
É o samba rock, meu irmão
É, mas em compensação 
Eu quero ver o boogie-woogie de pandeiro e violão 
Quero ver o Tio Sam de frigideira 
Numa batucada brasileira
Quero ver o Tio Sam de frigideira 
Numa batucada brasileira
Tirurururiu bop-be-bop-be-bop
Tirurururiu bop-be-bop-be-bop
Tirurururiu bop-be-bop-be-bop 
Eu quero ver a confusão
Tirurururiu bop-be-bop-be-bop
Tirurururiu bop-be-bop-be-bop
Tirurururiu bop-be-bop-be-bop 
Espia o samba rock, meu irmão
(Repete tudo)
",Composição:  Almira Castilho / Gordurinha · ,Karla Sabah
"{'titulo_album': 'A Arte de Nara Leão', 'ano': '2005'}",A Estrada e o Violeiro,"Sou violeiro caminhando só, por uma estrada caminhando só
Sou uma estrada procurando só levar o povo pra cidade só
Parece um cordão sem ponta, pelo chão desenrolado
Rasgando tudo que encontra, a terra de lado a lado
Estrada de Sul a Norte, eu que passo, penso e peço
Notícias de toda sorte, de dias que eu não alcanço
De noites que eu desconheço, de amor, de vida e de morte
Eu que já corri o mundo cavalgando a terra nua
Tenho o peito mais profundo e a visão maior que a sua
Muita coisa tenho visto nos lugares onde eu passo
Mas cantando agora insisto neste aviso que ora faço
Não existe um só compasso pra contar o que eu assisto
Trago comigo uma viola só, para dizer uma palavra só
Para cantar o meu caminho só, porque sozinho vou à pé e pó
Guarde sempre na lembrança que esta estrada não é sua
Sua vista pouco alcança, mas a terra continua
Segue em frente, violeiro, que eu lhe dou a garantia
De que alguém passou primeiro na procura da alegria
Pois quem anda noite e dia sempre encontra um companheiro
Minha estrada, meu caminho, me responda de repente
Se eu aqui não vou sozinho, quem vai lá na minha frente?
Tanta gente, tão ligeira, que eu até perdi a conta
Mas lhe afirmo, violeiro, fora a dor que a dor não conta
Fora a morte quando encontra, vai na frente um povo inteiro
Sou uma estrada procurando só levar o povo pra cidade só
Se meu destino é ter um rumo só, choro em meu pranto é pau, é pedra, é pó
Se esse rumo assim foi feito, sem aprumo e sem destino
Saio fora desse leito, desafio e desafino
Mudo a sorte do meu canto, mudo o Norte dessa estrada
Em meu povo não há santo, não há força, não há forte
Não há morte, não há nada que me faça sofrer tanto
Vai, violeiro, me leva pra outro lugar
Eu também quero um dia poder levar
Toda gente que virá
Caminhando, procurando
Na certeza de encontrar
",Composição:  Sidney Miller · ,Nara Leão
"{'titulo_album': 'A Arte de Nara Leão', 'ano': '2005'}",História de Uma Gata,"Me alimentaram
Me acariciaram
Me aliciaram
Me acostumaram
O meu mundo era o apartamento
Detefon, almofada e trato
Todo dia filé-mignon
Ou mesmo um bom filé...de gato
Me diziam, todo momento
Fique em casa, não tome vento
Mas é duro ficar na sua
Quando à luz da lua
Tantos gatos pela rua
Toda a noite vão cantando assim
Nós, gatos, já nascemos pobres
Porém, já nascemos livres
Senhor, senhora ou senhorio
Felino, não reconhecerás
De manhã eu voltei pra casa
Fui barrada na portaria
Sem filé e sem almofada
Por causa da cantoria
Mas agora o meu dia-a-dia
É no meio da gataria
Pela rua virando lata
Eu sou mais eu, mais gata
Numa louca serenata
Que de noite sai cantando assim
Nós, gatos, já nascemos pobres
Porém, já nascemos livres
Senhor, senhora ou senhorio
Felino, não reconhecerás
",Composição:  Chico Buarque · ,Nara Leão
"{'titulo_album': 'A Arte de Nara Leão', 'ano': '2005'}",Diz Que Fui Por Aí,"Se alguém perguntar por mim
Diz que fui por aí
Levando o violão debaixo do braço
Em qualquer esquina eu paro
Em qualquer botequim eu entro
Se houver motivo
É mais um samba que eu faço
Se quiserem saber se eu volto
Diga que sim
Mas só depois que a saudade se afastar de mim
Tenho um violão para me acompanhar
Tenho muitos amigos, eu sou popular
Tenho a madrugada como companheira
A saudade me doi, o meu peito me roi
Eu estou na cidade, eu estou na favela
Eu estou por aí
Sempre pensando nela
",Composição:  H. Rocha / Ze Ketti · ,Nara Leão
"{'titulo_album': 'A Arte de Nara Leão', 'ano': '2005'}","Quem te viu, Quem te vê","Você era a mais bonita das cabrochas dessa ala
Você era a favorita onde eu era mestre-sala
Hoje a gente nem se fala mas a festa continua
Suas noites são de gala, nosso samba ainda é na rua
Hoje o samba saiu, lá lalaiá, procurando você
Quem te viu, quem te vê
Quem não a conhece não pode mais ver pra crer
Quem jamais esquece não pode reconhecer
Quando o samba começava você era a mais brilhante
E se a gente se cansava você só seguia a diante
Hoje a gente anda distante do calor do seu gingado
Você só dá chá dançante onde eu não sou convidado
O meu samba assim marcava na cadência os seus passos
O meu sonho se embalava no carinho dos seus braços
Hoje de teimoso eu passo bem em frente ao seu portão
Pra lembrar que sobra espaço no barraco e no cordão
Todo ano eu lhe fazia uma cabrocha de alta classe
De dourado eu lhe vestia pra que o povo admirasse
Eu não sei bem com certeza porque foi que um belo dia
Quem brincava de princesa acostumou na fantasia
Hoje eu vou sambar na pista, você vai de galeria
Quero que você me assista na mais fina companhia
Se você sentir saudade por favor não dê na vista
Bate palma com vontade, faz de conta que é turista
",Composição:  Chico Buarque · ,Nara Leão
"{'titulo_album': ""Drum 'N' Bossa"", 'ano': '2004'}",Amor Eu Rio,"Amor eu rio, amor eu canto
O que eu sinto é muito bom
Cada vez mais vou ficando apaixonada
Desesperada por seu amor
Você me pede, eu dou o que posso
Amor eu rio e o tempo vai...
Eu sei que só você pra mim é um colírio
Um calafrio, quero sempre mais
",Composição:  Bernardo Vilhena / Harry Warren / Mack Gordon · ,Karla Sabah
"{'titulo_album': 'A Arte de Nara Leão', 'ano': '2005'}",Lindonéia,"Na frente do espelho
Sem que ninguém a visse
Miss
Linda, feia
Lindonéia desaparecida
Despedaçados, atropelados
Cachorros mortos nas ruas
Policiais vigiando
O sol batendo nas frutas
Sangrando
Ai, meu amor
A solidão vai me matar de dor
Lindonéia, cor parda
Fruta na feira
Lindonéia solteira
Lindonéia, domingo, segunda-feira
Lindonéia desaparecida
Na igreja, no andor
Lindonéia desaparecida
Na preguiça, no progresso
Lindonéia desaparecida
Nas paradas de sucesso
Ai, meu amor
A solidão vai me matar de dor
No avesso do espelho
Mas desaparecida
Ela aparece na fotografia
Do outro lado da vida
",Composição:  Caetano Veloso / Gilberto Gil · ,Nara Leão
"{'titulo_album': 'Miucha Canta Vinicius & Vinicius', 'ano': '2003'}",Tomara,"Tomara
Que você volte depressa
Que você não se despeça
Nunca mais do meu carinho
E chore, se arrependa
E pense muito
Que é melhor se sofrer junto
Que viver feliz sozinho
Tomara
Que a tristeza te convença
Que a saudade não compensa
E que a ausência não dá paz
E o verdadeiro amor de quem se ama
Tece a mesma antiga trama
Que não se desfaz
E a coisa mais divina
Que há no mundo
É viver cada segundo
Como nunca mais
",Composição:  Vinícius de Moraes · ,Miúcha
"{'titulo_album': ""Drum 'N' Bossa"", 'ano': '2004'}",Luz do Meu Olhar,"Cover of ""You're the sunshine of my life""
--
Meu ar, meu sol, meu céu, meu mar
Estou esperando o seu sinal
Você é a luz do meu olhar
Pra sempre a minha inspiração
E toda vez que eu me lembro
É como no primeiro dia
Mas se o amor não for pra sempre
Vou me afogar em lágrimas tão frias
Meu ar, meu sol, meu céu, meu mar (yeah!)
Estou esperando o seu sinal
Você é a luz do meu olhar
Pra sempre a minha inspiração
Alguém contou que eu estava triste
Então você chegou sem medo
Agora eu estou no paraíso
Só sei que o seu amor salvou meu fim
Meu ar, meu sol, meu céu, meu mar (yeah!)
Estou esperando o seu sinal
Você é a luz do meu olhar
Pra sempre a minha inspiração
",Composição:  Bernardo Vilhena / Stevie Wonder · ,Karla Sabah
