album,titulo,letra,compositor,artista
"{'titulo_album': 'Maysa', 'ano': '1964'}",Por Causa de Você,"Ah, você está vendo só
Do jeito que eu fiquei e que tudo ficou
Uma tristeza tão grande
Nas coisas mais simples que você tocou
A nossa casa querido
Já estava acostumada, aguardando você
As flores na janela
Sorriam, cantavam por causa de você
Olhe, meu bem, nunca mais nos deixe por favor
Somos a vida e o sonho, nós somos o amor
Entre meu bem, por favor
Não deixe o mundo mau te levar outra vez
Me abrace simplesmente
Não fale, não lembre, não chore meu bem
Olhe, meu bem, nunca mais nos deixe por favor
Somos a vida e o sonho, nós somos o amor
Entre meu bem, por favor
Não deixe o mundo mau te levar outra vez
Me abrace simplesmente
Não fale, não lembre, não chore meu bem
",Composição:  Dolores Durán / Tom Jobim · ,Maysa
"{'titulo_album': 'Maysa', 'ano': '1964'}",Demais,"Todos acham que eu falo demais
E que eu ando bebendo demais
Que essa vida agitada não serve pra nada
Andar por aí, bar em bar, bar em bar
Dizem até que ando rindo demais
E que conto anedotas demais
Que não largo o cigarro e dirijo o meu carro
Correndo, chegando no mesmo lugar
Ninguém sabe é que isso acontece por que
Vou passar minha vida esquecendo você
E a razão por que vivo esses dias banais
É porque ando triste, ando triste demais
E é por isso que eu falo demais
É por isso que eu bebo demais
E a razão porque vivo essa vida agitada demais
É porque meu amor por você é imenso
O meu amor por você é tão grande
É porque meu amor por você é enorme demais
",Composição:  Aloysio de Oliveira / Tom Jobim · ,Maysa
"{'titulo_album': 'Maysa', 'ano': '1966'}",Canção Sem Título,"que tristeza havia em mim
nesse mesmo lugar
que saudade eu senti
do que estava por vir
quanto pranto mágoa
quanta desesperança
na certeza do que?
e havia esse sol pra mim
e eu sabia do amor
mas o que eu não sabia
que existia você
indo assim eu morria
pra nascer em vocÊ
",Composição:  Maysa · ,Maysa
"{'titulo_album': 'Maysa', 'ano': '1966'}",Fantasia de Cellos: Primavera / Valsa de Eurídice / Canção do Amanhecer,"[""Primavera""]
O meu amor sozinho
É assim como um jardim sem flor
Só queria poder dizer a ele
Como é triste se sentir saudade
É que eu gosto tanto dele
Que é capaz dele gostar de mim
E acontece que eu estou mais longe dele
Que da estrela a reluzir na tarde
Estrela, eu lhe diria
Desce à terra, o amor existe
E a poesia só espera ver
Nascer a primavera para não morrer
[""Valsa de Eurídice""]
Oh, meu amado
Não partas, não partas de mim
Oh, uma partida que não previ
Não há nada que conforte
A falta dos olhos teus
Pensa que a saudade
Mais do que a própria morte
Pode matar-me
Adeus
[""Canção do Amanhecer""]
Ouve, fecha os olhos, meu amor
É noite ainda, que silêncio
E nós dois na tristeza de depois
A contemplar o grande céu do adeus
Ah, não existe paz
Quando o adeus existe
E é tão triste o nosso amor
Oh, vem comigo, em silêncio
Vem olhar esta noite amanhecer
Iluminar os nossos passos tão sozinhos
Todos os caminhos, todos os carinhos
Vem raiando a madrugada, a música no céu
",Composição:  Carlos Lyra / Vinícius de Moraes / Vinicius De Moraes ; Edu Lobo · ,Maysa
"{'titulo_album': 'Maysa', 'ano': '1966'}",Tristeza,"Tristeza, por favor vai embora
Minha alma que chora
Está vendo o meu fim
Fez do meu coração a sua moradia
Já é demais o meu penar
Quero voltar aquela vida de alegria
Quero de novo cantar
Tristeza, por favor vai embora
Minha alma que chora
Está vendo o meu fim
Fez do meu coração a sua moradia
Já é demais o meu penar
Quero voltar àquela vida de alegria
Quero de novo cantar
",Composição:  Haroldo Lobo / Niltinho Tristeza · ,Maysa
"{'titulo_album': 'Maysa', 'ano': '1966'}",As Mesmas Histórias,"Sim, eu sei...
Volto de novo sabendo, quanto errei
Volto contando as histórias, as mesmas histórias
E no entanto eu nem lembro daquelas promessas que eu fiz
Só eu sei...
Quanta tristeza nas noites onde andei
Tanta saudade dos sonhos que eu sempre sonhei
E então aprendi que a beleza que existe é você
Você sorrindo só me faz acreditar
Que só é triste quem não tem por quem chorar
Que só é triste quem não tem por quem chorar
Só eu sei...
Quanta tristeza nas noites onde andei
Tanta saudade dos sonhos que eu sempre sonhei
E então aprendi que a beleza que existe é você
Você sorrindo só me faz acreditar
Que só é triste quem não tem por quem chorar
Que só é triste quem não tem por quem chorar
Que só é triste quem não tem por quem chorar
Que só é triste quem não tem por quem chorar
",Composição:  Edú Lobo · ,Maysa
"{'titulo_album': 'Maysa', 'ano': '1966'}",Canto de Ossanha,"O homem que diz dou não dá
Porque quem dá mesmo não diz
O homem que diz vou não vai
Porque quando foi já não quis
O homem que diz sou não é
Porque quem é mesmo é não sou
O homem que diz tou não tá
Porque ninguém ta quando quer
Coitado do homem que cai
No canto de Ossanha traidor
Coitado do homem que vai
Atrás de mandinga de amor
(Vai, vai, vai, vai) Não vou
(Vai, vai, vai, vai) Não vou
(Vai, vai, vai, vai) Não vou
(Vai, vai, vai, vai) Não vou
Que eu não sou ninguém de ir
Em conversa de esquecer
A tristeza de um amor que passou
Não , eu só vou se for pra ver
Uma estrela aparecer
Na manha de um novo amor
Amigo sinhô saravá
Xangô me mandou lhe dizer
Se é canto de Ossanha não vá
Que muito vai se arrepender
Pergunte pro seu orixá
O amor só é bom se doer
(Vai, vai, vai, vai) Não vou
(Vai, vai, vai, vai) Sofrer
(Vai, vai, vai, vai) Chorar
(Vai, vai, vai, vai) Viver
Que eu não sou ninguém de ir
Em conversa de esquecer
A tristeza de um amor que passou
Não , eu só vou se for pra ver
Uma estrela aparecer
Na manha de um novo amor
(Vai, vai, vai, vai) Amar
(Vai, vai, vai, vai) Sofrer
(Vai, vai, vai, vai) Chorar
(Vai, vai, vai, vai) Viver
(Vai, vai, vai, vai) Amar
",Composição:  Baden Powell / Vinícius de Moraes · ,Maysa
"{'titulo_album': 'Série Elenco: Nara', 'ano': '2003'}",Marcha da Quarta-feira de Cinzas,"Acabou nosso carnaval
ninguém houve cantar canções
Ninguém passa mais, brincando Feliz
e nos corações saudades e cinzas foi o que restou
Pels ruas o que se vê
É uma gente que nem se vê
Que nem sorri, se beija e abraça
e sai caminhando,
Dançando e cantando cantigas de amor No entanto é
preciso cantar 
mais que nunca e preciso cantar pra alegrar a cidade
A tristeza que a gente tem
Qualquer dia vai se acabar
Todos vai se acabar 
Todos vão sorrir, voltou a esperança
E o povo contente da vida feliz a cantar 
Por que são tantas coisas azuis 
Há tão grades promessas de luz 
Tanto amor par dar e que a gente nem sabe 
Quem me dera viver pra ver 
E Brincar outros Canavais com a beleza dos velhos
carnavais
Que machas tão lindas 
O povo cantando seu canto de paz (3 vezes)
Tanto amor para dar e alegrar a Cidade
",Composição:  Carlos Lyra / Vinícius de Moraes · ,Nara Leão
"{'titulo_album': 'I Love MPB: Nara Leão', 'ano': '2004'}",Dueto,"Consta nos astros, nos signos, nos búzios
Eu li num anúncio, eu vi no espelho
Tá lá no evangelho, garantem os orixás
Serás o meu amor, serás a minha paz
Consta nos autos, nas bulas, nos dogmas
Eu fiz uma tese, eu li num tratado
Está computado nos dados oficiais
Serás o meu amor, serás a minha paz
Mas se a ciência provar o contrário
E se o calendário nos contrariar
Mas se o destino insistir em nos separar
Danem-se os astros, os autos
Os signos, os dogmas
Os búzios, as bulas, anúncios
Tratados, ciganas, projetos
Profetas, sinopses, espelhos, conselhos
Se dane o evangelho e todos os orixás
Serás o meu amor, serás a minha paz
Consta na pauta, no Karma
Na carne, passou na novela
Está no seguro, picharam no muro
Mandei fazer um cartaz
Serás o meu amor, serás a minha paz
Mas se a ciência provar o contrário
E se o calendário nos contrariar
Mas se o destino insistir em nos separar
Danem-se os astros, os autos
Os signos, os dogmas
Os búzios, as bulas, anúncios
Tratados, ciganas, projetos
Profetas, sinopses, espelhos, conselhos
Se dane o evangelho e todos os orixás
Serás o meu amor, serás amor a minha paz
Consta nos mapas, nos lábios, nos lápis
Consta nos Ovnis, no Pravda, na vodca
",Composição:  Chico Buarque · ,Nara Leão
"{'titulo_album': 'I Love MPB: Nara Leão', 'ano': '2004'}",Olha,"Essa música foi removida em razão de solicitação do(s) titular(es) da obra. O Letras.mus.br está trabalhando para obter o licenciamento desse conteúdo.
",,Nara Leão
"{'titulo_album': 'Miúcha & Antonio Carlos Jobim', 'ano': '2001'}",É Preciso Dizer Adeus,"É inútil fingir
Não te quero enganar
É preciso dizer adeus
É melhor esquecer
Sei que devo partir
Só me resta dizer adeus
Ah, eu te peço perdão
Mas te quero lembrar
Como foi lindo o que morreu
E essa beleza do amor
Que foi tão nossa
E me deixa tão só
Eu não quero perder
Não quero chorar
Não quero trair
Porque tu foste pra mim
Meu amor
Como um dia de sol
",Composição:  Tom Jobim / Vinícius de Moraes · ,Miúcha
"{'titulo_album': 'Miúcha & Antonio Carlos Jobim', 'ano': '2001'}",Choro de Nada (com Tom Jobim),"No mesmo dia de sempre
A mesma hora marcada
Do mesmo lado da rua
O cheiro da madrugada
Eu vi a lua vazia
Uma vitrine apagada
Do outro lado da rua
Sentada sobre a calçada
Os bares quietos da vida
Essa cidade cansada
E esse encontro perdido
Essa tristeza danada
Retomo o rumo de casa
Na noite desconsolada
Você não sabe de tudo
Você não sabe de nada
",Composição:  Eduardo Souto Neto / Geraldo Eduardo Carneiro · ,Miúcha
"{'titulo_album': 'Miúcha & Antonio Carlos Jobim', 'ano': '2001'}",Maninha (dueto com Chico Buarque),"Se lembra da fogueira
Se lembra dos balões
Se lembra dos luares dos sertões
A roupa no varal
Feriado nacional
E as estrelas salpicadas nas canções
Se lembra quando toda modinha
Falava de amor
Pois nunca mais cantei ó maninha
Depois que ele chegou
Se lembra da jaqueira
A fruta no capim
O sonho que você contou pra mim
Os passos no porão
Lembra da assombração
E das almas com perfume de jasmim
Se lembra do jardim ó maninha
Coberto de flor
Pois hoje só dá erva daninha
No chão que ele pisou
Se lembra do futuro
Que a gente combinou
Eu era tão criança e ainda sou
Querendo acreditar
Que o dia vai raia
Só porque uma cantiga anunciou
Mas não me deixe assim tão sozinho
A me torturar
que um dia ele vai embora maninha
Pra nunca mais voltar
",Composição:  Chico Buarque · ,Miúcha
"{'titulo_album': 'Miúcha & Antonio Carlos Jobim', 'ano': '2001'}",Saia do Caminho (com Tom Jobim),"Junte tudo o que é seu
Seu amor, seus trapinhos
Junte tudo o que é seu
E saia do meu caminho
Nada tenho de meu
Mas prefiro viver sozinha
Nosso amor já morreu
E a saudade, se existe, é minha
Fiz até um projeto
No futuro um dia
Aquele mesmo teto
Mais uma vida abrigaria
Fracassei novamente
E sonhei e sonhei em vão
E você francamente
Decididamente
Não tem coração
Fiz até um projeto
No futuro um dia
Aquele mesmo teto
Mais uma vida abrigaria
Fracassei novamente
E sonhei e sonhei em vão
E você francamente
Decididamente
Não tem coração
",Composição:  Custódio Mesquita / Evaldo Ruy · ,Miúcha
"{'titulo_album': 'Miúcha & Antonio Carlos Jobim', 'ano': '2001'}",Samba do Avião,"Eparrê
Aroeira beira de mar
Canôa Salve Deus e Tiago e Humaitá
Eta, costão de pedra dos home brabo do mar
Eh, Xangô, vê se me ajuda a chegar
Minha alma canta
Vejo o Rio de Janeiro
Estou morrendo de saudades
Rio, seu mar
Praia sem fim
Rio, você foi feito prá mim
Cristo Redentor
Braços abertos sobre a Guanabara
Este samba é só porque
Rio, eu gosto de você
A morena vai sambar
Seu corpo todo balançar
Rio de sol, de céu, de mar
Dentro de um minuto estaremos no Galeão
Copacabana, Copacabana
Cristo Redentor
Braços abertos sobre a Guanabara
Este samba é só porque
Rio, eu gosto de você
A morena vai sambar
Seu corpo todo balançar
Aperte o cinto, vamos chegar
Água brilhando, olha a pista chegando
E vamos nós
Pousar...
",Composição:  Antonio Carlos Jobim · ,Miúcha
"{'titulo_album': 'In Tokyo', 'ano': '2004'}",Acontece Que Eu Sou Baiano,"Acontece que eu sou baiano
Acontece que ela não é
Acontece que eu sou baiano
Acontece que ela não é
Tem um requebrado pro lado Minha Nossa Senhora, Meu Senhor São José
Essa que tem um requebrado pro lado Minha Nossa Senhora, ninguém sabe o que é
Acontece que eu sou baiano
Acontece que ela não é
Acontece que eu sou baiano
Acontece que ela não é
Tem um requebrado pro lado Minha Nossa Senhora, Meu Senhor São José
Essa que tem um requebrado pro lado Minha Nossa Senhora, ninguém sabe o que é
Há tanta mulher no mundo
Só não casa quem não quer
Por que é que eu vim de longe pra gostar dessa mulher
Por que é que eu vim de longe pra gostar dessa mulher
Essa que tem um requebrado pro lado Minha Nossa Senhora, Meu Senhor São José
Essa que tem um requebrado pro lado Minha Nossa Senhora, ninguém sabe o que é
Acontece que eu sou baiano
Acontece que ela não é
Mas acontece que eu sou baiano
Acontece que ela não é
Tem um requebrado pro lado Minha Nossa Senhora, Meu Senhor São José
Essa que tem um requebrado pro lado Minha Nossa Senhora, ninguém sabe o que é
Já plantei na minha porta um galhinho de guiné
Já chamei um pai de Santo pra rezar essa mulher
Já chamei um pai de Santo pra rezar essa mulher
Essa que tem um requebrado pro lado Minha Nossa Senhora, Meu Senhor São José
Essa que tem um requebrado pro lado Minha Nossa Senhora, ninguém sabe o que é
Acontece que eu sou baiano
Acontece que ela não é
Mas acontece que eu sou baiano
Acontece que ela não é
Tem um requebrado pro lado Minha Nossa Senhora, Meu Senhor São José
Essa que tem um requebrado pro lado Minha Nossa Senhora, ninguém sabe o que é
",Composição:  Dorival Caymmi · ,João Gilberto
"{'titulo_album': 'Warner 25 Anos: João Gilberto', 'ano': '2001'}",Chega de Saudade,"Vai minha tristeza e diz a ela
Que sem ela não pode ser
Diz-lhe numa prece que ela regresse
Porque eu não posso mais sofrer
Chega de saudade, a realidade é que
Sem ela não há paz, não há beleza
É só tristeza e a melancolia que não sai de mim
Não sai de mim, não sai
Mas se ela voltar, se ela voltar
Que coisa linda, que coisa louca
Pois há menos peixinhos a nadar no mar
Do que os beijinhos que eu darei na sua boca
Dentro dos meus braços
Os abraços hão de ser milhões de abraços
Apertado assim, colado assim, calado assim
Abraços e beijinhos e carinhos sem ter fim
Que é pra acabar com esse negócio de viver longe de mim
Vai minha tristeza e diz a ela
Que sem ela não pode ser
Diz-lhe numa prece que ela regresse
Porque eu não posso mais sofrer
Chega de saudade, a realidade é que
Sem ela não há paz, não há beleza
É só tristeza e a melancolia que não sai de mim
Não sai de mim, não sai
Mas se ela voltar, se ela voltar
Que coisa linda, que coisa louca
Pois há menos peixinhos a nadar no mar
Do que os beijinhos que eu darei na sua boca
Dentro dos meus braços
Os abraços hão de ser milhões de abraços
Apertado assim, colado assim, calado assim
Abraços e beijinhos e carinhos sem ter fim
Que é pra acabar com esse negócio de viver longe de mim
Não quero mais esse negócio de você viver assim
Vamos deixar desse negócio de você viver sem mim
",Composição:  Antonio Carlos Jobim / Vinícius de Moraes · ,João Gilberto
